desertion_no,notice_no,process_state,happen_dt,happen_place,up_kind_nm,kind_nm,kind_full_nm,color_cd,age,weight,sex_cd,neuter_yn,special_mark,care_nm,care_tel,care_addr,org_nm,care_reg_no,notice_sdt,notice_edt,upd_tm,photo_urls,photo_local_paths
441398202600368,경기-구리-2026-00147,보호중,20260911,경기 구리시 토평동 972-6 인근,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),1.8(Kg),F,U,온순. 눈곱. 얌전. 사람 잘 따름. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 구리시,341398200900001,20260912,20260922,2026-09-12 16:42:36.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609923[2].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609943.jpg,images/441398202600368_0.jpg|images/441398202600368_1.jpg
441398202600367,경기-구리-2026-00146,보호중,20260911,경기 구리시 토평동 972-6 인근,개,믹스견,[개] 믹스견,갈색,2026(60일미만)(년생),1.8(Kg),M,N,온순. 얌전. 겁 조금. 사람 잘 따름. 꽃미남. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 구리시,341398200900001,20260912,20260922,2026-09-12 16:42:35.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609920.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609933.jpg,images/441398202600367_0.jpg|images/441398202600367_1.jpg
441398202600366,경기-구리-2026-00145,보호중,20260911,경기 구리시 토평동 972-6 인근,개,믹스견,[개] 믹스견,갈색,2026(60일미만)(년생),2(Kg),F,U,온순. 얌전. 사람 잘 따름. 눈곱. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 구리시,341398200900001,20260912,20260922,2026-09-12 16:42:35.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609951.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609977.jpg,images/441398202600366_0.jpg|images/441398202600366_1.jpg
441398202600365,경기-구리-2026-00144,보호중,20260911,경기 구리시 토평동 972-6 인근,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),2.1(Kg),M,N,온순. 얌전. 사람 잘 따름. 눈곱. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 구리시,341398200900001,20260912,20260922,2026-09-12 16:42:35.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609120.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609133.jpg,images/441398202600365_0.jpg|images/441398202600365_1.jpg
441394202601642,경기-고양-2026-00554,보호중,20260911,성사동500-14부근,개,치와와,[개] 치와와,흑갈색,2016(년생),2.7(Kg),M,Y,없음(각막내 감염),고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,341394201400001,20260912,20260922,2026-09-12 13:48:50.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609112109802.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609112109849.jpg,images/441394202601642_0.jpg|images/441394202601642_1.jpg
441394202601641,경기-고양-2026-00553,보호중,20260911,설문동 320-1 부근,개,믹스견,[개] 믹스견,황갈색,2025(년생),7.5(Kg),M,N,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,341394201400001,20260912,20260922,2026-09-12 13:50:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709667.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709709.jpg,images/441394202601641_0.jpg|images/441394202601641_1.jpg
428353202600863,인천-남동-2026-00389,보호중,20260911,구월동 1393-10,개,푸들,[개] 푸들,기타(베이지),2024(년생),3.5(Kg),F,U,피부병,보람동물병원,032-429-1673,인천광역시 남동구 문화서로3번길 7 (구월동) ,인천광역시 남동구,328353202600002,20260912,20260922,2026-09-12 17:37:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709762.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709204.jpg,images/428353202600863_0.jpg|images/428353202600863_1.jpg
411323202600667,서울-송파-2026-00112,보호중,20260911,서울 송파구 몽촌토성역 인근,개,미니어쳐 핀셔,[개] 미니어쳐 핀셔,검정색,2016(년생),4.5(Kg),M,Y,온순. 얌전. 안으려고하면 입질. 콧등 상처 흔적. 우측 등/허리쪽 혹. 심한치석. 양 눈 혼탁. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 송파구,311323201100001,20260912,20260922,2026-09-12 16:29:09.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609352.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609374.jpg,images/411323202600667_0.jpg|images/411323202600667_1.jpg
411317202600374,서울-금천-2026-00094,보호중,20260911,서울 금천구 가산디지털역 인근,개,믹스견,[개] 믹스견,흰색,2023(년생),7.2(Kg),M,N,갈색 코. 빨간노끈 목에 착용. 온순. 얌전. 사람 좋아함. 애교. 눈곱. 눈물자국.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 금천구,311317201400001,20260912,20260922,2026-09-12 16:17:24.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609158.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609172.jpg,images/411317202600374_0.jpg|images/411317202600374_1.jpg
411317202600373,서울-금천-2026-00093,보호중,20260911,서울 금천구 금하로23길 155 (시흥동) 인근,개,푸들,[개] 푸들,검정색,2022(년생),11.6(Kg),M,N,빨간후드티에 성조기와 서비스 독 영어 적힌 빨간하네스/목줄 착용. 온순. 사람 잘 따름,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 금천구,311317201400001,20260912,20260922,2026-09-12 16:17:24.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609655.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609667.jpg,images/411317202600373_0.jpg|images/411317202600373_1.jpg
411315202600639,서울-강서-2026-00197,보호중,20260911,서울 강서구 강서로5나길 68 (화곡동) 인근,개,믹스견,[개] 믹스견,흰색,2022(년생),21.2(Kg),M,N,빨간 바탕 파란줄 목줄 착용. 온순. 활발. 칩있음. 사람 좋아함. 호기심 많음. 분홍코. 안으면 발버둥.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,311315200900001,20260912,20260922,2026-09-12 16:22:04.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609577.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609590[1].jpg,images/411315202600639_0.jpg|images/411315202600639_1.jpg
411315202600638,서울-강서-2026-00196,보호중,20260911,서울 강서구 등촌로 19 (화곡동) 인근,개,말티즈,[개] 말티즈,흰색,2016(년생),3.5(Kg),M,Y,온순. 활발. 사람 좋아함. 눈가/입가/양 발 착색. 양눈 혼탁. 눈곱. 눈물자국. 치석. 꼬리 단미 안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,311315200900001,20260912,20260922,2026-09-12 16:22:04.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260912160922.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260912160940.jpg,images/411315202600638_0.jpg|images/411315202600638_1.jpg
411309202600373,서울-도봉-2026-00069,보호중,20260911,서울 도봉구 도봉동 625-53 인근,개,말티즈,[개] 말티즈,흰색,2020(년생),9.2(Kg),M,Y,겁. 경계. 쓰다듬으면 으르렁하나 가만히 있음. 비만. 눈곱. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 도봉구,311309200900001,20260912,20260922,2026-09-12 16:25:57.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609372.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609121609384.jpg,images/411309202600373_0.jpg|images/411309202600373_1.jpg
411300202600520,서울-종로-2026-00130,보호중,20260911,서울 종로구 낙산성곽서길 95 (충신동) 인근,개,시츄,[개] 시츄,검정&흰색,2016(년생),3.7(Kg),F,U,온순. 얌전. 사람 좋아함. 양 눈 혼탁. 치석. 눈곱. 피부병 의심. 꼬리 단미 안됨. 털 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 종로구,311300201300001,20260912,20260922,2026-09-12 16:31:46.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260912160953[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260912160966.jpg,images/411300202600520_0.jpg|images/411300202600520_1.jpg
469569202600620,세종-세종-2026-00255,보호중,20260911,세종시 전동면 송정리 264 (신우텍),개,믹스견,[개] 믹스견,갈색,2023(년생),17(Kg),F,N,세종북부소방서 전동지역대 인계,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시,369569202000001,20260911,20260921,2026-09-11 21:54:58.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609112109463.jpeg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609112109508.jpeg,images/469569202600620_0.jpeg|images/469569202600620_1.jpeg
448567202601281,경남-창원1-2026-00653,보호중,20260911,마산회원구 내서읍 평성리 234-3,개,믹스견,[개] 믹스견,갈색,2023(년생),17(Kg),M,N,착용품 없음,창원동물보호센터,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,경상남도 창원시 의창성산구,348527200900001,20260911,20260921,2026-09-11 17:10:01.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709177.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111709230.jpg,images/448567202601281_0.jpg|images/448567202601281_1.jpg
448547202600821,경남-거창-2026-00271,보호중,20260911,경상남도 거창군 가북면 내촌길 350,개,믹스견,[개] 믹스견,흰색,2026(년생),3(Kg),F,N,"많이마름, 사람좋아함",거창군 동물보호소,010-2617-6245,경상남도 거창군 거창읍 가실길 203  ,경상남도 거창군,348547202500001,20260911,20260921,2026-09-11 13:32:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309425.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309518[1].jpg,images/448547202600821_0.jpg|images/448547202600821_1.jpg
448547202600820,경남-거창-2026-00270,보호중,20260911,경상남도 거창군 가북면 내촌길 350,개,믹스견,[개] 믹스견,흰색,2026(년생),3(Kg),M,N,"많이마름, 사람좋아함",거창군 동물보호소,010-2617-6245,경상남도 거창군 거창읍 가실길 203  ,경상남도 거창군,348547202500001,20260911,20260921,2026-09-11 13:32:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309448.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309529.jpg,images/448547202600820_0.jpg|images/448547202600820_1.jpg
448537202601408,경남-거제-2026-00452,보호중,20260911,서정리 350-3번지,개,믹스견,[개] 믹스견,검정 황갈색&흰색,2025(년생),5(Kg),F,N,틀에잡힘,거제시동물보호센터,055-639-6368,경상남도 거제시 사등면 두동로1길 107  거제시동물보호센터,경상남도 거제시,348537200900002,20260911,20260921,2026-09-11 17:24:59.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111609515.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111609115.jpg,images/448537202601408_0.jpg|images/448537202601408_1.jpg
448536202600843,경남-밀양-2026-00494,보호중,20260911,삼문동,개,믹스견,[개] 믹스견,흰색,2021(년생),12(Kg),F,N,"이마에 흉터, 아직은 예민해서 정확한 성별 판단 불가, 9/12 생리혈로 암컷으로 추정",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,348536201800001,20260911,20260918,2026-09-12 10:14:16.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509326.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509377[1].jpg,images/448536202600843_0.jpg|images/448536202600843_1.jpg
448536202600842,경남-밀양-2026-00493,보호중,20260911,상남면,개,믹스견,[개] 믹스견,흰색,2024(년생),13(Kg),M,N,애교쟁이,밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,348536201800001,20260911,20260918,2026-09-11 15:30:51.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509369[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509415[1].jpg,images/448536202600842_0.jpg|images/448536202600842_1.jpg
448534202601048,경남-사천-2026-00272,보호중,20260911,사천읍 선인동인근,개,믹스견,[개] 믹스견,크림색,2025(년생),16(Kg),F,N,미소가 매력적인 강아지,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,경상남도 사천시,348534202000001,20260911,20260921,2026-09-11 09:50:21.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609110909852.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609110909433.jpg,images/448534202601048_0.jpg|images/448534202601048_1.jpg
448531202601314,경남-진주-2026-00308,보호중,20260911,진주시 대평면  대평리 423-3,개,믹스견,[개] 믹스견,갈색,2023(년생),28.5(Kg),M,N,순하고 착함 (한쪽 눈상태 안좋음),진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,348531201000001,20260911,20260921,2026-09-11 15:02:03.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509384.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111509415.jpg,images/448531202601314_0.jpg|images/448531202601314_1.jpg
447525202600399,경북-울진-2026-00168,보호중,20260911,울진읍,개,믹스견,[개] 믹스견,검정&흰색,2022(년생),20(Kg),M,U,친근하고 온순함,울진군 동물보호센터,054-789-6795,경상북도 울진군 울진읍 대흥신림로 916-37  ,경상북도 울진군,347525202100001,20260911,20260921,2026-09-11 13:44:27.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309207.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111309904.jpg,images/447525202600399_0.jpg|images/447525202600399_1.jpg
447520202600162,경북-고령-2026-00105,보호중,20260911,다산면 다산소방서,개,믹스견,[개] 믹스견,크림색,2024(년생),15.00(Kg),M,N,사람좋아함,고령군 유기견 보호소,010-4419-4135,경상북도 고령군 운수면 하법길 37 (운수면) ,경상북도 고령군,347520202000001,20260911,20260921,2026-09-11 16:58:54.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111609373.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609111609107.jpg,images/447520202600162_0.jpg|images/447520202600162_1.jpg
