split,filename,relpath,dog_id,camera,sequence,frame,width,height,aspect_ratio,filesize_bytes
query,74_c4s5_7.jpg,query/74_c4s5_7.jpg,74,4,5,7,57,100,0.57,2019
query,75_c6s4_12.jpg,query/75_c6s4_12.jpg,75,6,4,12,211,209,1.0096,5988
query,76_c3s4_2.jpg,query/76_c3s4_2.jpg,76,3,4,2,543,390,1.3923,22977
query,76_c4s5_6.jpg,query/76_c4s5_6.jpg,76,4,5,6,70,67,1.0448,1782
query,77_c1s6_0.jpg,query/77_c1s6_0.jpg,77,1,6,0,111,166,0.6687,7488
query,79_c2s3_7.jpg,query/79_c2s3_7.jpg,79,2,3,7,65,163,0.3988,2753
query,7_c5s6_5.jpg,query/7_c5s6_5.jpg,7,5,6,5,82,130,0.6308,3117
query,83_c6s3_0.jpg,query/83_c6s3_0.jpg,83,6,3,0,65,109,0.5963,3121
query,84_c6s5_6.jpg,query/84_c6s5_6.jpg,84,6,5,6,130,89,1.4607,2874
query,85_c1s4_1.jpg,query/85_c1s4_1.jpg,85,1,4,1,99,95,1.0421,1988
query,86_c1s3_6.jpg,query/86_c1s3_6.jpg,86,1,3,6,116,152,0.7632,6079
query,87_c6s3_9.jpg,query/87_c6s3_9.jpg,87,6,3,9,105,154,0.6818,5456
query,89_c6s3_1.jpg,query/89_c6s3_1.jpg,89,6,3,1,181,333,0.5435,21260
query,8_c3s6_5.jpg,query/8_c3s6_5.jpg,8,3,6,5,323,419,0.7709,56607
query,91_c5s6_6.jpg,query/91_c5s6_6.jpg,91,5,6,6,96,125,0.768,3512
query,92_c4s3_2.jpg,query/92_c4s3_2.jpg,92,4,3,2,247,197,1.2538,8184
query,93_c6s2_8.jpg,query/93_c6s2_8.jpg,93,6,2,8,136,173,0.7861,6677
query,97_c4s3_9.jpg,query/97_c4s3_9.jpg,97,4,3,9,154,189,0.8148,6505
query,98_c5s2_0.jpg,query/98_c5s2_0.jpg,98,5,2,0,330,221,1.4932,12055
query,99_c6s5_7.jpg,query/99_c6s5_7.jpg,99,6,5,7,128,101,1.2673,4325
query,9_c3s2_3.jpg,query/9_c3s2_3.jpg,9,3,2,3,187,353,0.5297,12991
gallery,0_c1s1_7.jpg,gallery/0_c1s1_7.jpg,0,1,1,7,229,280,0.8179,31597
gallery,0_c2s5_0.jpg,gallery/0_c2s5_0.jpg,0,2,5,0,308,220,1.4,13697
gallery,0_c3s3_8.jpg,gallery/0_c3s3_8.jpg,0,3,3,8,200,284,0.7042,23490
gallery,0_c4s1_9.jpg,gallery/0_c4s1_9.jpg,0,4,1,9,250,348,0.7184,16677
gallery,0_c4s5_1.jpg,gallery/0_c4s5_1.jpg,0,4,5,1,248,375,0.6613,15042
gallery,0_c6s4_2.jpg,gallery/0_c6s4_2.jpg,0,6,4,2,233,239,0.9749,24635
gallery,0_c6s6_3.jpg,gallery/0_c6s6_3.jpg,0,6,6,3,250,160,1.5625,13114
gallery,105_c2s3_0.jpg,gallery/105_c2s3_0.jpg,105,2,3,0,155,125,1.24,5958
gallery,105_c2s6_2.jpg,gallery/105_c2s6_2.jpg,105,2,6,2,167,121,1.3802,6076
gallery,105_c3s2_4.jpg,gallery/105_c3s2_4.jpg,105,3,2,4,166,130,1.2769,6419
gallery,105_c3s3_1.jpg,gallery/105_c3s3_1.jpg,105,3,3,1,154,190,0.8105,8230
gallery,105_c4s1_7.jpg,gallery/105_c4s1_7.jpg,105,4,1,7,170,193,0.8808,8956
gallery,106_c1s2_8.jpg,gallery/106_c1s2_8.jpg,106,1,2,8,585,405,1.4444,61980
gallery,106_c1s3_0.jpg,gallery/106_c1s3_0.jpg,106,1,3,0,585,1058,0.5529,190529
gallery,106_c3s6_3.jpg,gallery/106_c3s6_3.jpg,106,3,6,3,550,1007,0.5462,174499
gallery,106_c4s5_2.jpg,gallery/106_c4s5_2.jpg,106,4,5,2,389,724,0.5373,42874
gallery,106_c4s6_1.jpg,gallery/106_c4s6_1.jpg,106,4,6,1,444,227,1.9559,55359
gallery,106_c5s6_9.jpg,gallery/106_c5s6_9.jpg,106,5,6,9,395,536,0.7369,52767
gallery,106_c6s3_7.jpg,gallery/106_c6s3_7.jpg,106,6,3,7,610,359,1.6992,57525
gallery,107_c2s1_5.jpg,gallery/107_c2s1_5.jpg,107,2,1,5,154,153,1.0065,12133
gallery,107_c2s2_4.jpg,gallery/107_c2s2_4.jpg,107,2,2,4,147,138,1.0652,10346
gallery,107_c2s5_3.jpg,gallery/107_c2s5_3.jpg,107,2,5,3,194,138,1.4058,12577
gallery,107_c2s6_7.jpg,gallery/107_c2s6_7.jpg,107,2,6,7,143,153,0.9346,10745
gallery,107_c6s5_2.jpg,gallery/107_c6s5_2.jpg,107,6,5,2,289,184,1.5707,20298
gallery,109_c1s2_4.jpg,gallery/109_c1s2_4.jpg,109,1,2,4,93,121,0.7686,6156
gallery,109_c1s4_8.jpg,gallery/109_c1s4_8.jpg,109,1,4,8,182,209,0.8708,8540
gallery,109_c2s4_3.jpg,gallery/109_c2s4_3.jpg,109,2,4,3,207,200,1.035,16863
gallery,109_c3s2_9.jpg,gallery/109_c3s2_9.jpg,109,3,2,9,174,205,0.8488,8081
gallery,109_c3s5_5.jpg,gallery/109_c3s5_5.jpg,109,3,5,5,170,268,0.6343,8928
gallery,109_c6s2_6.jpg,gallery/109_c6s2_6.jpg,109,6,2,6,190,237,0.8017,8057
gallery,10_c1s2_1.jpg,gallery/10_c1s2_1.jpg,10,1,2,1,98,131,0.7481,7838
gallery,10_c2s3_4.jpg,gallery/10_c2s3_4.jpg,10,2,3,4,108,111,0.973,3488
gallery,10_c2s4_6.jpg,gallery/10_c2s4_6.jpg,10,2,4,6,47,99,0.4747,3423
gallery,10_c3s1_6.jpg,gallery/10_c3s1_6.jpg,10,3,1,6,115,131,0.8779,8549
gallery,10_c4s1_3.jpg,gallery/10_c4s1_3.jpg,10,4,1,3,145,164,0.8841,13204
gallery,10_c5s4_7.jpg,gallery/10_c5s4_7.jpg,10,5,4,7,91,134,0.6791,6703
gallery,111_c2s1_2.jpg,gallery/111_c2s1_2.jpg,111,2,1,2,148,221,0.6697,18755
gallery,111_c2s4_6.jpg,gallery/111_c2s4_6.jpg,111,2,4,6,411,310,1.3258,43225
gallery,111_c2s6_8.jpg,gallery/111_c2s6_8.jpg,111,2,6,8,121,174,0.6954,8971
gallery,111_c4s5_0.jpg,gallery/111_c4s5_0.jpg,111,4,5,0,202,200,1.01,9976
gallery,111_c4s5_5.jpg,gallery/111_c4s5_5.jpg,111,4,5,5,314,550,0.5709,31944
gallery,112_c1s3_0.jpg,gallery/112_c1s3_0.jpg,112,1,3,0,148,106,1.3962,7319
gallery,112_c1s6_8.jpg,gallery/112_c1s6_8.jpg,112,1,6,8,809,418,1.9354,104438
gallery,112_c3s2_6.jpg,gallery/112_c3s2_6.jpg,112,3,2,6,118,152,0.7763,3711
gallery,112_c3s6_3.jpg,gallery/112_c3s6_3.jpg,112,3,6,3,168,95,1.7684,4268
gallery,112_c5s4_4.jpg,gallery/112_c5s4_4.jpg,112,5,4,4,109,87,1.2529,2900
gallery,113_c1s2_5.jpg,gallery/113_c1s2_5.jpg,113,1,2,5,207,113,1.8319,5892
gallery,113_c1s5_4.jpg,gallery/113_c1s5_4.jpg,113,1,5,4,137,131,1.0458,4948
gallery,113_c5s4_3.jpg,gallery/113_c5s4_3.jpg,113,5,4,3,109,165,0.6606,10669
gallery,113_c5s5_9.jpg,gallery/113_c5s5_9.jpg,113,5,5,9,170,175,0.9714,14909
gallery,113_c6s3_0.jpg,gallery/113_c6s3_0.jpg,113,6,3,0,109,98,1.1122,5818
gallery,113_c6s5_8.jpg,gallery/113_c6s5_8.jpg,113,6,5,8,189,139,1.3597,13429
gallery,114_c2s1_1.jpg,gallery/114_c2s1_1.jpg,114,2,1,1,90,152,0.5921,3059
gallery,114_c2s4_0.jpg,gallery/114_c2s4_0.jpg,114,2,4,0,196,178,1.1011,16285
gallery,114_c4s1_7.jpg,gallery/114_c4s1_7.jpg,114,4,1,7,107,188,0.5691,6040
gallery,114_c5s1_9.jpg,gallery/114_c5s1_9.jpg,114,5,1,9,121,133,0.9098,7509
gallery,114_c5s6_8.jpg,gallery/114_c5s6_8.jpg,114,5,6,8,130,161,0.8075,11453
gallery,114_c6s5_4.jpg,gallery/114_c6s5_4.jpg,114,6,5,4,101,161,0.6273,8622
gallery,116_c1s3_7.jpg,gallery/116_c1s3_7.jpg,116,1,3,7,96,82,1.1707,3190
gallery,116_c3s6_3.jpg,gallery/116_c3s6_3.jpg,116,3,6,3,150,114,1.3158,6735
gallery,116_c4s5_0.jpg,gallery/116_c4s5_0.jpg,116,4,5,0,92,79,1.1646,3162
gallery,116_c5s5_2.jpg,gallery/116_c5s5_2.jpg,116,5,5,2,133,100,1.33,5298
gallery,119_c3s5_1.jpg,gallery/119_c3s5_1.jpg,119,3,5,1,70,85,0.8235,3436
gallery,119_c4s1_3.jpg,gallery/119_c4s1_3.jpg,119,4,1,3,98,121,0.8099,5212
gallery,119_c4s5_9.jpg,gallery/119_c4s5_9.jpg,119,4,5,9,82,85,0.9647,3942
gallery,119_c5s5_7.jpg,gallery/119_c5s5_7.jpg,119,5,5,7,151,133,1.1353,10111
gallery,119_c6s2_2.jpg,gallery/119_c6s2_2.jpg,119,6,2,2,94,105,0.8952,4688
gallery,11_c1s6_4.jpg,gallery/11_c1s6_4.jpg,11,1,6,4,274,342,0.8012,15580
gallery,11_c3s2_0.jpg,gallery/11_c3s2_0.jpg,11,3,2,0,73,149,0.4899,5712
gallery,11_c3s2_1.jpg,gallery/11_c3s2_1.jpg,11,3,2,1,106,171,0.6199,7995
gallery,11_c3s4_7.jpg,gallery/11_c3s4_7.jpg,11,3,4,7,72,59,1.2203,1979
gallery,11_c4s3_5.jpg,gallery/11_c4s3_5.jpg,11,4,3,5,198,334,0.5928,13052
gallery,120_c1s4_8.jpg,gallery/120_c1s4_8.jpg,120,1,4,8,485,320,1.5156,32962
gallery,120_c2s5_0.jpg,gallery/120_c2s5_0.jpg,120,2,5,0,451,318,1.4182,32420
gallery,124_c2s3_2.jpg,gallery/124_c2s3_2.jpg,124,2,3,2,104,101,1.0297,2954
gallery,124_c2s4_5.jpg,gallery/124_c2s4_5.jpg,124,2,4,5,208,227,0.9163,13333
gallery,124_c2s5_1.jpg,gallery/124_c2s5_1.jpg,124,2,5,1,194,197,0.9848,8577
gallery,124_c5s1_3.jpg,gallery/124_c5s1_3.jpg,124,5,1,3,258,249,1.0361,14849
gallery,124_c5s2_4.jpg,gallery/124_c5s2_4.jpg,124,5,2,4,192,213,0.9014,10992
gallery,125_c4s4_7.jpg,gallery/125_c4s4_7.jpg,125,4,4,7,265,235,1.1277,12834
gallery,125_c5s3_0.jpg,gallery/125_c5s3_0.jpg,125,5,3,0,248,229,1.083,11243
gallery,125_c6s3_5.jpg,gallery/125_c6s3_5.jpg,125,6,3,5,444,338,1.3136,23449
gallery,125_c6s4_2.jpg,gallery/125_c6s4_2.jpg,125,6,4,2,383,286,1.3392,17012
gallery,129_c1s2_0.jpg,gallery/129_c1s2_0.jpg,129,1,2,0,127,104,1.2212,4207
gallery,129_c1s3_3.jpg,gallery/129_c1s3_3.jpg,129,1,3,3,125,125,1.0,4923
gallery,129_c3s2_5.jpg,gallery/129_c3s2_5.jpg,129,3,2,5,154,133,1.1579,4073
gallery,129_c6s3_9.jpg,gallery/129_c6s3_9.jpg,129,6,3,9,102,126,0.8095,4006
gallery,137_c1s3_3.jpg,gallery/137_c1s3_3.jpg,137,1,3,3,236,249,0.9478,19672
gallery,137_c1s6_2.jpg,gallery/137_c1s6_2.jpg,137,1,6,2,206,254,0.811,15660
gallery,137_c3s6_8.jpg,gallery/137_c3s6_8.jpg,137,3,6,8,439,329,1.3343,36008
gallery,137_c4s1_6.jpg,gallery/137_c4s1_6.jpg,137,4,1,6,209,435,0.4805,25765
gallery,137_c4s4_0.jpg,gallery/137_c4s4_0.jpg,137,4,4,0,162,245,0.6612,6197
gallery,137_c6s1_7.jpg,gallery/137_c6s1_7.jpg,137,6,1,7,362,309,1.1715,25264
gallery,13_c1s3_7.jpg,gallery/13_c1s3_7.jpg,13,1,3,7,222,179,1.2402,8342
gallery,13_c2s3_8.jpg,gallery/13_c2s3_8.jpg,13,2,3,8,210,229,0.917,8050
gallery,13_c3s1_6.jpg,gallery/13_c3s1_6.jpg,13,3,1,6,229,200,1.145,8453
gallery,13_c5s2_3.jpg,gallery/13_c5s2_3.jpg,13,5,2,3,180,129,1.3953,10924
gallery,13_c5s3_2.jpg,gallery/13_c5s3_2.jpg,13,5,3,2,146,236,0.6186,6394
gallery,13_c5s6_0.jpg,gallery/13_c5s6_0.jpg,13,5,6,0,150,161,0.9317,5704
gallery,13_c6s6_5.jpg,gallery/13_c6s6_5.jpg,13,6,6,5,169,187,0.9037,6764
gallery,146_c1s3_2.jpg,gallery/146_c1s3_2.jpg,146,1,3,2,519,710,0.731,602049
gallery,146_c2s2_2.jpg,gallery/146_c2s2_2.jpg,146,2,2,2,474,659,0.7193,684237
gallery,146_c2s3_2.jpg,gallery/146_c2s3_2.jpg,146,2,3,2,509,623,0.817,555991
gallery,147_c1s1_4.jpg,gallery/147_c1s1_4.jpg,147,1,1,4,357,799,0.4468,45452
gallery,147_c1s5_6.jpg,gallery/147_c1s5_6.jpg,147,1,5,6,106,175,0.6057,3751
gallery,147_c3s2_3.jpg,gallery/147_c3s2_3.jpg,147,3,2,3,409,434,0.9424,28599
gallery,147_c3s4_8.jpg,gallery/147_c3s4_8.jpg,147,3,4,8,96,217,0.4424,3855
gallery,147_c5s2_5.jpg,gallery/147_c5s2_5.jpg,147,5,2,5,133,137,0.9708,3509
gallery,152_c1s3_2.jpg,gallery/152_c1s3_2.jpg,152,1,3,2,255,180,1.4167,10349
gallery,152_c4s1_10.jpg,gallery/152_c4s1_10.jpg,152,4,1,10,334,192,1.7396,12348
gallery,152_c4s3_1.jpg,gallery/152_c4s3_1.jpg,152,4,3,1,250,174,1.4368,10524
gallery,152_c4s5_12.jpg,gallery/152_c4s5_12.jpg,152,4,5,12,275,170,1.6176,10296
gallery,152_c5s1_5.jpg,gallery/152_c5s1_5.jpg,152,5,1,5,231,162,1.4259,8532
gallery,156_c1s2_0.jpg,gallery/156_c1s2_0.jpg,156,1,2,0,720,919,0.7835,74649
gallery,156_c1s4_3.jpg,gallery/156_c1s4_3.jpg,156,1,4,3,586,1068,0.5487,73121
gallery,156_c2s5_4.jpg,gallery/156_c2s5_4.jpg,156,2,5,4,468,1114,0.4201,57595
gallery,157_c1s3_6.jpg,gallery/157_c1s3_6.jpg,157,1,3,6,257,222,1.1577,8332
gallery,157_c3s2_1.jpg,gallery/157_c3s2_1.jpg,157,3,2,1,241,232,1.0388,8502
gallery,157_c5s6_3.jpg,gallery/157_c5s6_3.jpg,157,5,6,3,236,224,1.0536,6368
gallery,158_c1s1_17.jpg,gallery/158_c1s1_17.jpg,158,1,1,17,411,361,1.1385,26014
gallery,158_c1s1_21.jpg,gallery/158_c1s1_21.jpg,158,1,1,21,236,353,0.6686,14962
gallery,158_c1s3_7.jpg,gallery/158_c1s3_7.jpg,158,1,3,7,202,377,0.5358,13692
gallery,158_c2s1_9.jpg,gallery/158_c2s1_9.jpg,158,2,1,9,248,393,0.631,17138
gallery,158_c2s2_22.jpg,gallery/158_c2s2_22.jpg,158,2,2,22,281,339,0.8289,17020
gallery,158_c3s4_18.jpg,gallery/158_c3s4_18.jpg,158,3,4,18,298,339,0.8791,16269
gallery,158_c4s3_16.jpg,gallery/158_c4s3_16.jpg,158,4,3,16,388,362,1.0718,24118
gallery,158_c5s1_11.jpg,gallery/158_c5s1_11.jpg,158,5,1,11,220,442,0.4977,15466
gallery,158_c5s2_10.jpg,gallery/158_c5s2_10.jpg,158,5,2,10,208,437,0.476,15322
gallery,158_c5s2_15.jpg,gallery/158_c5s2_15.jpg,158,5,2,15,464,386,1.2021,30000
gallery,158_c5s6_19.jpg,gallery/158_c5s6_19.jpg,158,5,6,19,335,282,1.1879,15214
gallery,160_c1s4_6.jpg,gallery/160_c1s4_6.jpg,160,1,4,6,402,313,1.2843,23114
gallery,160_c1s4_9.jpg,gallery/160_c1s4_9.jpg,160,1,4,9,398,292,1.363,20825
gallery,160_c1s5_2.jpg,gallery/160_c1s5_2.jpg,160,1,5,2,450,302,1.4901,26506
gallery,160_c2s2_7.jpg,gallery/160_c2s2_7.jpg,160,2,2,7,417,350,1.1914,27366
gallery,161_c2s5_11.jpg,gallery/161_c2s5_11.jpg,161,2,5,11,531,641,0.8284,31896
gallery,161_c3s1_1.jpg,gallery/161_c3s1_1.jpg,161,3,1,1,565,518,1.0907,26438
gallery,161_c6s3_0.jpg,gallery/161_c6s3_0.jpg,161,6,3,0,518,497,1.0423,24871
gallery,161_c6s5_2.jpg,gallery/161_c6s5_2.jpg,161,6,5,2,386,561,0.6881,23539
gallery,162_c1s5_3.jpg,gallery/162_c1s5_3.jpg,162,1,5,3,608,524,1.1603,24720
gallery,162_c2s1_12.jpg,gallery/162_c2s1_12.jpg,162,2,1,12,651,431,1.5104,20779
gallery,162_c2s2_14.jpg,gallery/162_c2s2_14.jpg,162,2,2,14,871,769,1.1326,46132
gallery,162_c2s5_15.jpg,gallery/162_c2s5_15.jpg,162,2,5,15,1196,748,1.5989,56492
gallery,162_c2s6_9.jpg,gallery/162_c2s6_9.jpg,162,2,6,9,973,466,2.088,34426
gallery,162_c6s2_0.jpg,gallery/162_c6s2_0.jpg,162,6,2,0,418,336,1.244,14338
gallery,162_c6s2_4.jpg,gallery/162_c6s2_4.jpg,162,6,2,4,928,821,1.1303,49615
gallery,163_c1s6_7.jpg,gallery/163_c1s6_7.jpg,163,1,6,7,818,717,1.1409,48563
gallery,163_c2s4_4.jpg,gallery/163_c2s4_4.jpg,163,2,4,4,801,1064,0.7528,94807
gallery,163_c3s5_9.jpg,gallery/163_c3s5_9.jpg,163,3,5,9,485,680,0.7132,30645
gallery,163_c4s1_10.jpg,gallery/163_c4s1_10.jpg,163,4,1,10,672,967,0.6949,71163
gallery,163_c6s6_6.jpg,gallery/163_c6s6_6.jpg,163,6,6,6,934,876,1.0662,73759
gallery,164_c1s2_8.jpg,gallery/164_c1s2_8.jpg,164,1,2,8,476,444,1.0721,35766
gallery,164_c1s5_1.jpg,gallery/164_c1s5_1.jpg,164,1,5,1,596,428,1.3925,38338
gallery,164_c2s6_0.jpg,gallery/164_c2s6_0.jpg,164,2,6,0,611,381,1.6037,36276
gallery,164_c5s5_7.jpg,gallery/164_c5s5_7.jpg,164,5,5,7,464,549,0.8452,47028
gallery,164_c6s5_5.jpg,gallery/164_c6s5_5.jpg,164,6,5,5,601,488,1.2316,47199
gallery,166_c1s1_7.jpg,gallery/166_c1s1_7.jpg,166,1,1,7,608,550,1.1055,47894
gallery,166_c1s5_0.jpg,gallery/166_c1s5_0.jpg,166,1,5,0,608,541,1.1238,45000
gallery,166_c6s1_9.jpg,gallery/166_c6s1_9.jpg,166,6,1,9,567,501,1.1317,44767
gallery,167_c1s2_17.jpg,gallery/167_c1s2_17.jpg,167,1,2,17,304,384,0.7917,14747
gallery,167_c1s4_11.jpg,gallery/167_c1s4_11.jpg,167,1,4,11,376,454,0.8282,17894
gallery,167_c1s5_6.jpg,gallery/167_c1s5_6.jpg,167,1,5,6,565,493,1.146,26645
gallery,167_c2s1_22.jpg,gallery/167_c2s1_22.jpg,167,2,1,22,381,496,0.7681,21471
gallery,167_c2s2_20.jpg,gallery/167_c2s2_20.jpg,167,2,2,20,371,414,0.8961,17206
gallery,167_c4s4_7.jpg,gallery/167_c4s4_7.jpg,167,4,4,7,445,484,0.9194,29596
gallery,167_c5s5_8.jpg,gallery/167_c5s5_8.jpg,167,5,5,8,409,428,0.9556,21455
gallery,167_c6s5_0.jpg,gallery/167_c6s5_0.jpg,167,6,5,0,887,565,1.5699,49852
gallery,167_c6s6_1.jpg,gallery/167_c6s6_1.jpg,167,6,6,1,823,543,1.5157,45411
gallery,16_c1s4_5.jpg,gallery/16_c1s4_5.jpg,16,1,4,5,300,232,1.2931,17771
gallery,16_c1s5_1.jpg,gallery/16_c1s5_1.jpg,16,1,5,1,192,406,0.4729,32151
gallery,16_c2s2_4.jpg,gallery/16_c2s2_4.jpg,16,2,2,4,208,273,0.7619,18500
gallery,16_c3s3_2.jpg,gallery/16_c3s3_2.jpg,16,3,3,2,506,397,1.2746,76706
gallery,16_c4s5_3.jpg,gallery/16_c4s5_3.jpg,16,4,5,3,243,294,0.8265,19829
gallery,16_c5s4_7.jpg,gallery/16_c5s4_7.jpg,16,5,4,7,618,273,2.2637,41819
gallery,16_c6s2_6.jpg,gallery/16_c6s2_6.jpg,16,6,2,6,418,368,1.1359,55741
gallery,170_c1s4_15.jpg,gallery/170_c1s4_15.jpg,170,1,4,15,834,765,1.0902,55555
gallery,170_c2s4_2.jpg,gallery/170_c2s4_2.jpg,170,2,4,2,846,933,0.9068,74863
gallery,170_c2s5_1.jpg,gallery/170_c2s5_1.jpg,170,2,5,1,802,985,0.8142,79905
gallery,170_c4s2_14.jpg,gallery/170_c4s2_14.jpg,170,4,2,14,910,733,1.2415,54213
gallery,173_c1s6_1.jpg,gallery/173_c1s6_1.jpg,173,1,6,1,933,472,1.9767,49528
gallery,173_c5s2_8.jpg,gallery/173_c5s2_8.jpg,173,5,2,8,952,482,1.9751,50524
gallery,173_c5s3_6.jpg,gallery/173_c5s3_6.jpg,173,5,3,6,1232,821,1.5006,91464
gallery,173_c5s3_9.jpg,gallery/173_c5s3_9.jpg,173,5,3,9,969,567,1.709,63015
gallery,173_c5s5_13.jpg,gallery/173_c5s5_13.jpg,173,5,5,13,1323,548,2.4142,84323
gallery,173_c6s5_4.jpg,gallery/173_c6s5_4.jpg,173,6,5,4,1218,754,1.6154,92464
gallery,176_c2s1_9.jpg,gallery/176_c2s1_9.jpg,176,2,1,9,742,692,1.0723,50080
gallery,176_c2s2_11.jpg,gallery/176_c2s2_11.jpg,176,2,2,11,679,779,0.8716,49572
gallery,176_c4s3_0.jpg,gallery/176_c4s3_0.jpg,176,4,3,0,420,379,1.1082,17628
gallery,176_c6s4_12.jpg,gallery/176_c6s4_12.jpg,176,6,4,12,715,619,1.1551,41658
gallery,176_c6s6_2.jpg,gallery/176_c6s6_2.jpg,176,6,6,2,562,562,1.0,27017
gallery,179_c1s5_4.jpg,gallery/179_c1s5_4.jpg,179,1,5,4,470,980,0.4796,30588
gallery,179_c4s6_3.jpg,gallery/179_c4s6_3.jpg,179,4,6,3,722,931,0.7755,44272
gallery,179_c6s3_1.jpg,gallery/179_c6s3_1.jpg,179,6,3,1,573,619,0.9257,25538
gallery,179_c6s4_8.jpg,gallery/179_c6s4_8.jpg,179,6,4,8,707,650,1.0877,33946
gallery,17_c1s5_16.jpg,gallery/17_c1s5_16.jpg,17,1,5,16,112,83,1.3494,2222
gallery,17_c3s2_13.jpg,gallery/17_c3s2_13.jpg,17,3,2,13,105,107,0.9813,5940
gallery,17_c6s3_1.jpg,gallery/17_c6s3_1.jpg,17,6,3,1,106,82,1.2927,2235
gallery,180_c1s5_2.jpg,gallery/180_c1s5_2.jpg,180,1,5,2,501,634,0.7902,36799
gallery,180_c1s6_3.jpg,gallery/180_c1s6_3.jpg,180,1,6,3,460,596,0.7718,30011
gallery,180_c4s1_11.jpg,gallery/180_c4s1_11.jpg,180,4,1,11,358,357,1.0028,15276
gallery,180_c6s1_8.jpg,gallery/180_c6s1_8.jpg,180,6,1,8,319,360,0.8861,12787
gallery,183_c1s1_5.jpg,gallery/183_c1s1_5.jpg,183,1,1,5,683,562,1.2153,27242
gallery,183_c1s5_12.jpg,gallery/183_c1s5_12.jpg,183,1,5,12,1029,960,1.0719,51252
gallery,183_c6s2_4.jpg,gallery/183_c6s2_4.jpg,183,6,2,4,952,880,1.0818,51246
gallery,183_c6s5_1.jpg,gallery/183_c6s5_1.jpg,183,6,5,1,1012,834,1.2134,59756
gallery,184_c6s1_0.jpg,gallery/184_c6s1_0.jpg,184,6,1,0,491,378,1.2989,14897
gallery,184_c6s1_14.jpg,gallery/184_c6s1_14.jpg,184,6,1,14,494,529,0.9338,21052
gallery,184_c6s3_11.jpg,gallery/184_c6s3_11.jpg,184,6,3,11,506,427,1.185,18968
gallery,184_c6s6_1.jpg,gallery/184_c6s6_1.jpg,184,6,6,1,386,309,1.2492,12880
gallery,185_c2s1_14.jpg,gallery/185_c2s1_14.jpg,185,2,1,14,668,634,1.0536,33157
gallery,185_c4s6_7.jpg,gallery/185_c4s6_7.jpg,185,4,6,7,586,709,0.8265,29942
gallery,185_c5s3_9.jpg,gallery/185_c5s3_9.jpg,185,5,3,9,742,586,1.2662,31002
gallery,185_c6s2_5.jpg,gallery/185_c6s2_5.jpg,185,6,2,5,614,765,0.8026,39001
gallery,189_c1s2_6.jpg,gallery/189_c1s2_6.jpg,189,1,2,6,171,196,0.8724,5610
gallery,189_c1s2_9.jpg,gallery/189_c1s2_9.jpg,189,1,2,9,213,202,1.0545,7557
gallery,189_c3s3_3.jpg,gallery/189_c3s3_3.jpg,189,3,3,3,173,182,0.9505,5109
gallery,189_c4s6_1.jpg,gallery/189_c4s6_1.jpg,189,4,6,1,192,210,0.9143,6196
gallery,189_c6s6_0.jpg,gallery/189_c6s6_0.jpg,189,6,6,0,128,205,0.6244,4709
gallery,18_c2s2_2.jpg,gallery/18_c2s2_2.jpg,18,2,2,2,98,190,0.5158,11593
gallery,18_c2s6_4.jpg,gallery/18_c2s6_4.jpg,18,2,6,4,108,188,0.5745,5924
gallery,18_c3s1_0.jpg,gallery/18_c3s1_0.jpg,18,3,1,0,128,215,0.5953,7459
gallery,18_c4s6_1.jpg,gallery/18_c4s6_1.jpg,18,4,6,1,106,210,0.5048,6213
gallery,18_c5s1_5.jpg,gallery/18_c5s1_5.jpg,18,5,1,5,94,188,0.5,9679
gallery,18_c5s1_7.jpg,gallery/18_c5s1_7.jpg,18,5,1,7,141,201,0.7015,8625
gallery,18_c5s2_3.jpg,gallery/18_c5s2_3.jpg,18,5,2,3,105,191,0.5497,6030
gallery,18_c5s6_6.jpg,gallery/18_c5s6_6.jpg,18,5,6,6,142,207,0.686,8813
gallery,190_c1s2_2.jpg,gallery/190_c1s2_2.jpg,190,1,2,2,571,951,0.6004,72002
gallery,190_c1s6_10.jpg,gallery/190_c1s6_10.jpg,190,1,6,10,432,453,0.9536,31111
gallery,190_c2s3_13.jpg,gallery/190_c2s3_13.jpg,190,2,3,13,278,649,0.4284,29347
gallery,190_c5s1_0.jpg,gallery/190_c5s1_0.jpg,190,5,1,0,201,328,0.6128,10815
gallery,190_c6s1_3.jpg,gallery/190_c6s1_3.jpg,190,6,1,3,576,992,0.5806,70978
gallery,190_c6s2_8.jpg,gallery/190_c6s2_8.jpg,190,6,2,8,331,514,0.644,25832
gallery,1_c2s2_6.jpg,gallery/1_c2s2_6.jpg,1,2,2,6,261,269,0.9703,10191
gallery,1_c3s4_4.jpg,gallery/1_c3s4_4.jpg,1,3,4,4,294,258,1.1395,10255
gallery,1_c3s5_5.jpg,gallery/1_c3s5_5.jpg,1,3,5,5,348,211,1.6493,12573
gallery,1_c4s5_7.jpg,gallery/1_c4s5_7.jpg,1,4,5,7,127,248,0.5121,10902
gallery,1_c5s2_1.jpg,gallery/1_c5s2_1.jpg,1,5,2,1,172,189,0.9101,12327
gallery,1_c5s2_3.jpg,gallery/1_c5s2_3.jpg,1,5,2,3,235,203,1.1576,6779
gallery,1_c6s3_9.jpg,gallery/1_c6s3_9.jpg,1,6,3,9,166,192,0.8646,11264
gallery,1_c6s6_8.jpg,gallery/1_c6s6_8.jpg,1,6,6,8,185,235,0.7872,17955
